A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,B1,B2,B3,B4,B5,C1,C2,C3,C4,D1,D2,D3,D4,D5,ROE,EPS
15.105,561.145,453.16,1,0.86,1.745,25.425,472848,0.175,108.075,116,39,6,6,2,4,16.5,36.48,52.76,13.39,3.52,13.055,-0.045,1,1.29,0.13
14.36,596.54,549.96,1.47,1.38,4.44,27.66,1093880.5,0.16,66.195,202,7,3,3,66,2,58.8,100,96.82,55.74,21.455,43.98,-8.75,0.482,1.05,0.51
14.825,618.04,399.085,0.91,0.55,4.295,40.625,181724.5,0.25,166.995,107,1,7,7,3,4,32.4,40.94,45.69,8.245,18.9,26.345,-30.35,0.578,0.77,0.13
30.1,573.61,456.72,1.05,0.93,0.805,14.575,246054.5,0.155,99.455,110,17,5,5,3.5,2,24.3,90.85,68.22,7.005,11.37,17.62,-14.75,0.506,0.39,0.11
9.925,768.025,761,4.93,0,0.515,75.28,258380.5,0.13,100,218,5,5,5,11,2,20,75.49,37.75,62.28,32.205,53.69,8.535,1,7.46,1.72
19.85,426.475,367.405,1.935,0.52,43.765,11.365,227419.5,0.15,175.62,176,7,5,5,16,2,51.3,89.75,47.33,32.11,25.005,38.375,-24.53,1,6.19,1.43
26.22,336.105,248.35,2.075,1.34,5.24,9.12,8554608.5,0.37,68.905,553,8,5,5,38,4,12.3,68.1,73.78,460,6,8.235,6.58,1,4.66,4.63
1.08,1856.705,1724.685,1.595,0.295,0.07,-71.01,56044,0.01,311.185,202,9,6,6,3.5,1,53.5,100,56.77,0,118.32,161.645,-49.425,0.19,1.47,0.17
53.775,160.99,125.22,2.255,0.955,2.2,0.145,7297062.5,0.165,95.905,3462,6,5,5,75,2,48.8,100,49.13,642,27.435,36.845,-4.915,0.324,2.9,1.19
82.92,78.84,61.83,3.92,1.665,0.475,-7.24,1105450,0.125,54.675,1850,34,6,6,45,1,74.7,100,80.42,0,29.95,62.96,-39.835,0.544,74.1,3.47
28.375,250.27,203.2,1.28,0.925,0.6,3.055,2088117.5,0.135,99.265,1690,25,5,5,2.5,2,32.4,100,75.07,6.09,26.72,38.84,15.39,0.432,-1.96,-0.51
17.025,692.475,602.54,0.81,0.855,1.81,9.31,415277,0.115,106.325,309,9,8,8,1,4,9,58.27,66.46,20.62,12.91,23.55,-4.735,0.701,2.17,0.26
34.79,205.975,178.385,3.675,0.905,1.785,2.27,47290138.5,0.13,101.015,12431,3,4,4,66,2,52.2,100,95.85,351.23,22.995,31.25,-4.885,0.544,3.44,5.09
28.265,372.35,157.39,1.47,0.735,2.435,14.665,1601625,0.16,123.36,1119,4,6,6,17,4,43.8,35.05,79.61,113,19.32,29.87,-14.685,0.387,3.19,0.57
33.075,263.77,130.855,2.105,0.48,3.435,-31.775,2262108.5,0.22,189.275,412,4,6,6,9.5,1,58.2,100,68.48,26.32,7.25,12.05,3.06,0.821,2.65,0.59
21.57,424.53,377.665,1.44,0.98,2.705,-8.17,743169.5,0.16,93.18,596,9,8,8,56.5,4,37.1,36.6,19.01,46.71,20.485,35.855,-15.49,0.435,3.19,0.74
39.24,228.32,189.415,1.025,1.36,8.285,9.66,12577069.5,0.27,66.92,2103,17,5,5,6,3,28.1,74.02,62.71,74.31,11.425,14.37,7.54,1,6.48,2.79
21.265,374.825,326.93,2.32,1.38,2.76,11.005,1682810,0.195,65.885,783,0,6,6,0.5,4,27.5,83.24,67.25,68.8,23.73,33.97,15.805,0.63,2.82,0.43
14.37,561.67,501.025,4.725,0.94,1.345,-10.375,784187.5,0.115,98.465,609,29,6,6,0.5,1,42.4,100,94.6,0,36.1,53.96,-26.565,0.431,0.57,0.11
8.79,1422.59,1375.3,1.78,0.83,0.595,19.92,79694.5,0.055,112.02,95,8,9,9,0.5,3,69.7,93.83,85.86,9.38,25.135,50.535,-2.175,0.9,2.33,0.34
38.3,243.545,191.59,3.055,1.58,5.44,7.765,1840201.5,0.34,57.59,505,17,5,5,0.5,2,38,72.3,80.75,110.18,15.1,21.57,7.875,1,3.74,0.92
18.42,568.27,491.02,1.59,0.885,5.075,5.98,247656.5,0.175,103.465,119,6,4,4,10,2,42.6,93.02,8.24,17.58,17.755,27.74,-5.73,1,2.96,0.77
41.12,235.685,123.725,1.48,0.73,5.645,-20.42,1959867.5,0.34,124.89,380,44,3,3,6.5,1,18.6,100,89.06,0,10.115,15.275,-13.275,1,3.14,1.4
25.625,373.85,172.035,1.53,0.925,1.99,-0.47,957197.5,0.185,98.72,639,9,7,7,5.5,3,47.5,71.65,86.29,98.03,16.215,27.03,-0.1,0.554,6.04,0.97
8.09,1314.565,1003.385,0.53,0.625,6.22,-26.005,102842.5,0.105,145.255,150,10,6,6,1.5,2,32,100,97.35,0,31.94,70,-41.385,0.743,-0.28,-0.03
29.885,244.185,138.75,1.435,1.305,1.23,24.355,3145939,0.31,69.755,927,13,5,5,40,4,33.6,41.95,62.05,320,15.03,22.76,10.175,0.479,6.13,2.93
42.37,186.385,130.745,2.175,1.135,2.9,2.775,2090719.5,0.31,81.095,520,16,6,6,13,2,28.1,100,90.84,75.19,11.855,17.135,26.48,0.728,6.1,1.97
28.81,290.86,251.865,1,0.97,1.6,6.455,858462.5,0.155,93.85,300,3,8,8,0,4,35.6,79.91,64.69,96.58,10.875,21.735,-11.185,1,4.03,1.77
33.705,338.115,264.085,1.025,0.68,1.5,11.255,405464.5,0.15,135.86,116,39,6,6,1,4,16.5,36.48,52.76,10.4,3.535,11.88,-16.59,1,2.43,0.33
18.085,502.555,467.21,1.54,1.51,4.48,18.1,1087683,0.16,60.37,202,7,3,3,64.5,2,58.8,100,96.82,50.43,20.355,43.05,-11.615,0.518,1.63,0.74
18.22,522.07,346.905,0.895,0.57,4.495,5.365,174557.5,0.245,160.84,107,1,7,7,1.5,4,32.4,40.94,45.69,2.5,19.495,27,-27.135,0.974,1.32,0.21
32.385,455.355,354.315,1.13,0.89,0.485,20.275,233208,0.145,103.135,110,17,5,5,3.5,2,24.3,90.85,68.22,0.01,11.63,18.3,-12.77,0.402,-1.14,-0.3
20.11,512.975,506.195,4.14,0,0.54,40.43,269463.5,0.13,100,216,5,5,5,13,2,20,75.49,37.75,68.05,29.965,50.16,14.865,0.974,6.49,1.4
26.5,355.005,311.94,2.285,0.69,53.89,18.195,263561,0.17,138.285,176.5,7,5,5,29,2,51.3,89.75,47.33,29.7,22.54,33.295,0.22,1,4.29,0.88
29.575,304.09,224.675,2.035,1.12,5.115,5.355,8391817,0.325,81.46,553,8,5,5,37.5,4,12.3,68.1,73.78,500,6.875,9.39,6.345,1,6.25,6
1.015,2195.28,2037.07,1.77,0.385,0.075,-83.205,58017.5,0.01,250.975,202,9,6,6,4.5,1,53.5,100,56.77,0,123.455,173.365,-58.295,0.08,0.52,0.06
55.19,155.33,117.5,2.325,0.945,2.255,1.845,7529765.5,0.165,96.955,3462,6,5,5,71.5,2,48.8,100,49.13,642,28.765,38.595,-8.085,0.413,3.29,1.43
74.615,76.935,59.715,4.645,1.825,0.49,-6.4,1134674.5,0.135,50.145,1850,34,6,6,33.5,1,74.7,100,80.42,0,32.115,64.875,-29.615,0.191,-14.01,-0.83
30.375,244.42,196.65,1.315,0.995,0.645,2.33,2274657.5,0.145,91.55,1690,25,5,5,1,2,32.4,100,75.07,6.09,18.51,29.665,2.175,0.633,2.74,0.4
20.935,497.91,426.59,0.88,0.875,1.975,-1.645,451597,0.13,103.805,309,9,8,8,0.5,4,9,58.27,66.46,20.62,12.51,23.045,-11.325,0.887,0.42,0.05
35.525,194.505,163.67,3.85,0.895,1.815,-0.2,52003050,0.145,102.31,12748,3,4,4,59.5,2,52.2,100,95.85,351.23,22.415,30.3,-6.995,0.764,1.73,2.83
30.415,321.37,145.88,1.49,0.785,2.495,8.12,1600838,0.16,116.455,1119,4,6,6,25.5,4,43.8,35.05,79.61,113,19.825,29.645,-22.025,0.399,2.25,0.44
28.775,296.22,131.755,2.22,0.495,3.24,-12.45,2272944.5,0.24,184.885,412,4,6,6,7.5,1,58.2,100,68.48,26.32,6.785,11.665,-12.36,1,0.86,0.24
21.53,425.055,381.015,1.415,1.065,2.74,28.03,752237.5,0.165,86.885,596,9,8,8,7,4,37.1,36.6,19.01,46.71,20.225,35.19,-19.57,0.575,2.5,0.59
37.995,233.67,194.735,1.11,1.47,6.99,9.515,12770168,0.29,62.285,2103,17,5,5,46,3,28.1,74.02,62.71,74.31,12.145,14.935,-9.585,1,5.46,2.49
24.545,307.22,250.31,2.08,1.195,2.78,3.56,1671391,0.2,77.895,783,0,6,6,6,4,27.5,83.24,67.25,68.8,24.88,35.28,17.66,0.459,-1.52,-0.21
13.755,589.755,532.22,4.525,1.045,1.475,-9.205,805397.5,0.125,91.475,605,29,6,6,0.5,1,42.4,100,94.6,0,37.69,55.425,-33.51,0.578,0.32,0.06
9.035,1320.35,1271.305,1.67,0.895,0.63,33.16,83677.5,0.06,102.24,95,8,9,9,0.5,3,69.7,93.83,85.86,9.38,25.195,51.225,-1,0.834,1.64,0.24
38.315,242.895,187.96,3.09,1.655,5.835,7.195,2018875.5,0.37,55.09,505,17,5,5,1,2,38,72.3,80.75,110.18,13.88,20.065,10.385,1,4.96,1.27
19.74,517.945,442.445,1.66,0.955,5.64,7.705,268398.5,0.185,95.645,119,6,4,4,11,2,42.6,93.02,8.24,17.58,17.49,27.08,-5.085,0.921,1.65,0.44
41.605,235.255,121.275,1.555,0.755,3.645,0.6,2031178,0.37,120.685,380,44,3,3,6,1,18.6,100,89.06,0,10.345,15.71,-20.68,0.948,2.87,1.32
27.12,331.735,138.3,1.56,0.96,2.145,37.085,1025011,0.2,94.785,639,9,7,7,7,3,47.5,71.65,86.29,98.03,16.355,27.11,1.975,0.617,5.23,0.91
9.615,1075.39,826.005,0.685,0.725,6.245,6.405,115041.5,0.12,129.885,150,10,6,6,2.5,2,32,100,97.35,0,28.03,61.64,-38.515,0.722,-3.03,-0.34
31.685,219.165,133.275,1.51,1.27,1.135,17.85,3220924,0.31,71.765,927,13,5,5,39,4,33.6,41.95,62.05,320,15.885,23.505,5.455,0.384,3.96,2
42.19,186.5,126.025,2.31,1.065,3.215,10.775,2278376,0.33,85.47,520,16,6,6,11.5,2,28.1,100,90.84,75.19,11.455,16.6,17.23,0.968,5.95,2.1
30.475,269.17,233.295,1,0.975,1.605,5.51,852109,0.155,93.205,300,3,8,8,0,4,35.6,79.91,64.69,96.58,11.48,22.585,-15.765,1,2.72,1.23
33.885,301.665,209.745,1.105,0.66,1.415,24.76,383743,0.16,138.52,116,39,6,6,1,4,16.5,36.48,52.76,10.4,3.72,13.425,-30.35,1,-0.71,-0.07
20.265,440.305,409.925,1.5,1.55,4.475,11.77,1075401,0.16,58.63,202,7,3,3,62,2,58.8,100,96.82,50.43,20.93,44.895,-12.28,0.518,1.27,0.57
19.28,481.335,332.195,0.87,0.625,4.74,16.425,176212,0.25,144.535,107,1,7,7,0,4,32.4,40.94,45.69,2.5,19.91,27.61,-19.955,1,0.23,0.04
34.44,384.38,285.625,1.12,0.87,0.385,0.665,220020,0.14,105.645,110,17,5,5,7,2,24.3,90.85,68.22,0.01,12.08,19.805,-14.325,0.483,-0.46,-0.12
20.415,478.54,458.47,3.835,0,0.535,32.89,266070,0.125,100,214,5,5,5,13.5,2,20,75.49,37.75,68.05,31.195,53.775,8.13,1,7.3,1.69
27.59,338.67,295.21,2.11,0.695,57.135,14.935,254128,0.16,135.995,177,7,5,5,32.5,2,51.3,89.75,47.33,29.7,22.72,33.51,-2.47,1,4.47,0.97
30.35,293.565,215.19,2.14,1.175,5.655,7.92,9237986.5,0.34,78.225,553,8,5,5,45,4,12.3,68.1,73.78,500,6.565,9.13,11.09,1,5.18,5.29
