A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,B1,B2,B3,B4,B5,C1,C2,C3,C4,D1,D2,D3,D4
26.68 ,345.99 ,283.28 ,1.55 ,1.75 ,4.67 ,38.48 ,1719092.50 ,0.34 ,53.28 ,456.00 ,11.00 ,5.00 ,38.00 ,4.50 ,4.00 ,35.90 ,78.04 ,87.50 ,50.71 ,13.05 ,20.23 ,-17.20 
13.86 ,700.95 ,628.21 ,1.36 ,1.16 ,3.48 ,24.84 ,237300.00 ,0.18 ,79.42 ,111.00 ,8.00 ,4.00 ,36.00 ,8.00 ,1.00 ,43.85 ,84.19 ,7.47 ,21.89 ,17.88 ,27.25 ,3.35 
10.91 ,903.54 ,759.36 ,0.70 ,0.99 ,8.25 ,17.78 ,185999.50 ,0.15 ,92.04 ,125.00 ,7.00 ,5.00 ,37.00 ,3.00 ,8.00 ,20.45 ,100.00 ,97.04 ,0.00 ,13.95 ,38.71 ,-4.62 
22.86 ,489.25 ,308.63 ,0.72 ,0.70 ,1.53 ,35.58 ,470084.00 ,0.20 ,129.99 ,113.00 ,7.00 ,7.00 ,39.00 ,0.00 ,4.00 ,14.40 ,56.80 ,62.83 ,0.00 ,6.61 ,13.66 ,-26.69 
14.82 ,554.44 ,513.56 ,1.53 ,1.61 ,3.50 ,16.99 ,984629.00 ,0.15 ,56.68 ,243.00 ,16.00 ,4.00 ,35.00 ,38.50 ,2.00 ,54.40 ,100.00 ,94.72 ,42.86 ,17.72 ,33.44 ,24.95 
25.31 ,382.07 ,270.75 ,1.23 ,1.00 ,8.58 ,43.30 ,316381.50 ,0.40 ,92.51 ,106.00 ,2.00 ,7.00 ,38.00 ,0.50 ,4.00 ,31.30 ,45.50 ,45.46 ,32.00 ,11.81 ,17.01 ,41.67 
17.46 ,444.04 ,380.24 ,1.04 ,1.64 ,1.10 ,-3.75 ,281816.50 ,0.23 ,55.57 ,110.00 ,19.00 ,4.00 ,34.00 ,2.00 ,2.00 ,34.00 ,94.53 ,50.88 ,13.00 ,12.09 ,17.69 ,18.41 
2.72 ,808.40 ,684.18 ,1.99 ,0.57 ,0.14 ,-97.46 ,113976.50 ,0.01 ,159.97 ,183.00 ,61.00 ,6.00 ,35.00 ,5.50 ,12.50 ,34.00 ,100.00 ,36.28 ,0.00 ,74.43 ,110.53 ,-10.21 
39.64 ,214.76 ,173.28 ,2.05 ,1.20 ,2.20 ,7.27 ,6849925.00 ,0.24 ,76.04 ,2317.00 ,4.00 ,6.00 ,33.00 ,50.00 ,11.00 ,48.60 ,100.00 ,49.52 ,737.61 ,23.03 ,34.13 ,15.90 
17.96 ,677.94 ,602.06 ,0.90 ,1.21 ,1.76 ,-4.01 ,425024.50 ,0.13 ,75.62 ,293.00 ,8.00 ,8.00 ,39.00 ,2.50 ,16.00 ,9.50 ,52.14 ,69.57 ,1.92 ,10.73 ,20.32 ,-13.36 
20.90 ,299.66 ,268.47 ,3.73 ,1.32 ,2.58 ,13.06 ,28625126.00 ,0.13 ,72.43 ,7065.00 ,1.00 ,4.00 ,33.00 ,153.50 ,7.00 ,47.10 ,100.00 ,93.61 ,1593.48 ,21.25 ,27.38 ,32.09 
22.92 ,380.92 ,253.34 ,2.29 ,0.70 ,3.33 ,18.08 ,1581072.50 ,0.23 ,131.16 ,362.00 ,4.00 ,6.00 ,38.00 ,7.00 ,11.00 ,57.10 ,100.00 ,67.88 ,183.69 ,8.02 ,14.58 ,22.28 
20.85 ,430.63 ,373.07 ,1.37 ,1.05 ,2.60 ,6.40 ,853568.50 ,0.18 ,87.09 ,470.00 ,12.00 ,7.00 ,38.00 ,9.00 ,6.00 ,36.08 ,36.08 ,31.79 ,31.11 ,20.37 ,35.39 ,-9.70 
8.22 ,1483.26 ,1436.15 ,2.15 ,0.93 ,0.54 ,42.45 ,87620.00 ,0.07 ,99.02 ,85.00 ,0.00 ,9.00 ,44.00 ,1.50 ,5.00 ,71.60 ,97.40 ,83.77 ,6.91 ,26.02 ,55.31 ,-8.11 
30.85 ,313.51 ,260.11 ,1.61 ,1.66 ,3.51 ,21.99 ,1248749.50 ,0.26 ,55.36 ,456.00 ,11.00 ,5.00 ,38.00 ,5.50 ,4.00 ,40.70 ,76.28 ,87.50 ,32.53 ,15.66 ,24.36 ,-34.78 
18.64 ,555.14 ,502.90 ,1.40 ,1.40 ,4.04 ,17.11 ,252558.50 ,0.19 ,66.19 ,111.00 ,8.00 ,4.00 ,36.00 ,10.50 ,1.00 ,44.60 ,88.38 ,7.47 ,21.50 ,16.47 ,26.29 ,-6.08 
10.84 ,912.15 ,774.61 ,0.77 ,1.07 ,8.94 ,17.56 ,178767.00 ,0.15 ,86.16 ,125.00 ,7.00 ,5.00 ,37.00 ,4.00 ,8.00 ,30.20 ,100.00 ,97.04 ,0.00 ,15.16 ,38.24 ,-21.09 
31.54 ,259.33 ,232.29 ,0.99 ,1.29 ,1.58 ,18.28 ,961080.00 ,0.17 ,71.91 ,298.00 ,1.00 ,7.00 ,37.00 ,0.00 ,4.00 ,36.10 ,80.16 ,64.68 ,120.95 ,10.65 ,20.78 ,-16.95 
24.04 ,455.58 ,306.55 ,0.80 ,0.74 ,1.61 ,22.21 ,486375.50 ,0.21 ,123.92 ,113.00 ,7.00 ,7.00 ,39.00 ,0.00 ,4.00 ,14.70 ,53.40 ,62.83 ,0.00 ,5.57 ,12.29 ,-22.42 
16.27 ,515.75 ,480.48 ,1.55 ,1.81 ,3.72 ,8.30 ,1039347.00 ,0.16 ,51.50 ,243.00 ,16.00 ,4.00 ,35.00 ,50.50 ,2.00 ,54.40 ,100.00 ,94.72 ,42.86 ,20.47 ,39.00 ,46.83 
34.48 ,282.70 ,206.82 ,1.29 ,1.12 ,9.38 ,23.37 ,372186.50 ,0.42 ,81.10 ,106.00 ,2.00 ,7.00 ,38.00 ,1.00 ,4.00 ,31.30 ,45.50 ,45.46 ,32.00 ,10.74 ,15.38 ,40.21 
18.69 ,412.77 ,356.89 ,0.91 ,1.64 ,1.10 ,4.77 ,281860.00 ,0.22 ,55.60 ,110.00 ,19.00 ,4.00 ,34.00 ,4.00 ,2.00 ,34.00 ,94.53 ,50.88 ,13.00 ,13.84 ,19.94 ,-13.63 
2.27 ,913.32 ,803.19 ,1.89 ,0.63 ,0.15 ,-48.05 ,121877.00 ,0.02 ,144.79 ,183.00 ,61.00 ,6.00 ,35.00 ,5.50 ,12.00 ,34.00 ,100.00 ,36.28 ,0.00 ,57.80 ,85.57 ,-22.70 
45.16 ,187.70 ,150.39 ,1.97 ,1.24 ,2.31 ,7.48 ,7066538.50 ,0.22 ,73.89 ,2317.00 ,4.00 ,6.00 ,33.00 ,44.00 ,11.00 ,48.60 ,100.00 ,49.52 ,737.61 ,22.98 ,32.89 ,7.88 
22.02 ,474.44 ,423.54 ,0.94 ,1.30 ,1.99 ,-3.72 ,473201.50 ,0.15 ,69.83 ,293.00 ,8.00 ,8.00 ,39.00 ,0.50 ,16.00 ,9.50 ,52.14 ,69.57 ,1.92 ,10.16 ,19.42 ,-10.29 
23.58 ,264.65 ,239.48 ,3.76 ,1.71 ,3.23 ,18.51 ,36141915.50 ,0.16 ,53.52 ,7065.00 ,1.00 ,4.00 ,33.00 ,111.00 ,7.00 ,47.10 ,100.00 ,93.61 ,15934.76 ,18.86 ,24.66 ,37.16 
22.76 ,378.95 ,257.64 ,2.45 ,0.72 ,2.80 ,17.80 ,1705669.50 ,0.24 ,127.18 ,362.00 ,4.00 ,6.00 ,38.00 ,4.50 ,11.00 ,57.10 ,100.00 ,67.88 ,183.69 ,8.05 ,14.37 ,27.54 
26.87 ,324.70 ,282.33 ,1.41 ,1.15 ,2.88 ,8.57 ,921007.50 ,0.19 ,79.57 ,470.00 ,12.00 ,7.00 ,38.00 ,9.00 ,6.00 ,36.08 ,36.08 ,31.79 ,31.11 ,18.44 ,33.32 ,-4.77 
9.00 ,1151.01 ,1108.64 ,2.37 ,0.88 ,0.61 ,33.15 ,91494.50 ,0.07 ,106.77 ,85.00 ,0.00 ,9.00 ,44.00 ,1.50 ,5.00 ,71.60 ,97.40 ,83.77 ,6.91 ,23.82 ,50.12 ,-4.04 
35.76 ,258.73 ,207.27 ,1.96 ,2.17 ,4.68 ,-6.70 ,1621933.00 ,0.33 ,42.97 ,456.00 ,11.00 ,5.00 ,38.00 ,7.00 ,4.00 ,40.70 ,76.28 ,87.50 ,32.53 ,12.39 ,19.50 ,-36.54 
21.77 ,448.57 ,395.86 ,1.40 ,1.43 ,4.76 ,7.98 ,277340.00 ,0.20 ,64.18 ,111.00 ,8.00 ,4.00 ,36.00 ,8.00 ,1.00 ,44.60 ,88.38 ,7.47 ,21.50 ,15.67 ,24.44 ,-6.49 
10.87 ,914.01 ,778.06 ,0.87 ,1.29 ,10.98 ,-12.73 ,196949.00 ,0.17 ,71.62 ,125.00 ,7.00 ,5.00 ,37.00 ,5.00 ,8.00 ,30.20 ,100.00 ,97.04 ,0.00 ,14.10 ,34.31 ,-18.57 
33.77 ,235.59 ,210.83 ,1.07 ,1.46 ,1.71 ,18.41 ,1029341.00 ,0.18 ,62.47 ,298.00 ,1.00 ,7.00 ,37.00 ,0.00 ,4.00 ,36.10 ,80.16 ,64.68 ,120.95 ,10.74 ,20.28 ,-17.58 
21.82 ,478.64 ,353.64 ,0.85 ,0.88 ,1.74 ,18.26 ,511626.50 ,0.21 ,104.88 ,113.00 ,7.00 ,7.00 ,39.00 ,0.50 ,4.00 ,14.70 ,53.40 ,62.83 ,0.00 ,5.24 ,11.14 ,-14.65 
17.47 ,474.80 ,441.20 ,1.60 ,2.14 ,4.59 ,8.09 ,1259471.00 ,0.19 ,42.64 ,243.00 ,16.00 ,4.00 ,35.00 ,46.00 ,2.00 ,54.40 ,100.00 ,94.72 ,42.86 ,18.07 ,34.71 ,43.19 
31.32 ,330.96 ,228.67 ,1.15 ,0.97 ,8.35 ,9.99 ,351737.50 ,0.38 ,96.59 ,106.00 ,2.00 ,7.00 ,38.00 ,1.50 ,4.00 ,31.30 ,45.50 ,45.46 ,32.00 ,11.95 ,16.84 ,17.89 
18.09 ,424.89 ,369.40 ,0.86 ,1.62 ,1.06 ,17.21 ,269328.50 ,0.21 ,56.34 ,110.00 ,19.00 ,4.00 ,34.00 ,6.50 ,2.00 ,34.00 ,94.53 ,50.88 ,13.00 ,12.93 ,19.01 ,-19.90 
18.59 ,483.00 ,384.26 ,0.88 ,1.09 ,1.81 ,24.76 ,519210.50 ,0.20 ,84.89 ,112.00 ,39.00 ,6.00 ,38.00 ,0.50 ,6.00 ,17.00 ,100.00 ,52.76 ,16.38 ,5.58 ,15.10 ,0.80 
2.05 ,1073.50 ,996.75 ,1.34 ,0.92 ,0.14 ,-83.21 ,111396.50 ,0.02 ,107.14 ,204.00 ,9.00 ,6.00 ,36.00 ,6.00 ,1.00 ,53.50 ,100.00 ,56.77 ,0.00 ,58.13 ,84.48 ,-34.54 
27.46 ,324.34 ,275.27 ,1.30 ,1.22 ,1.02 ,2.33 ,2202687.00 ,0.16 ,75.07 ,1855.00 ,25.00 ,5.00 ,33.00 ,8.00 ,1.00 ,74.70 ,100.00 ,80.42 ,0.19 ,26.62 ,43.73 ,64.18 
24.08 ,363.73 ,245.32 ,2.52 ,0.75 ,2.73 ,-12.45 ,1820382.00 ,0.25 ,121.07 ,399.00 ,4.00 ,6.00 ,39.00 ,6.50 ,1.00 ,58.20 ,100.00 ,68.48 ,250.33 ,8.51 ,14.51 ,34.78 
25.83 ,340.06 ,296.63 ,1.36 ,1.28 ,2.99 ,28.03 ,926987.50 ,0.20 ,71.23 ,441.00 ,9.00 ,8.00 ,39.00 ,6.50 ,4.00 ,45.10 ,100.00 ,19.01 ,53.06 ,16.93 ,31.65 ,5.47 
14.64 ,563.16 ,518.04 ,2.41 ,1.40 ,1.67 ,-9.21 ,1169651.00 ,0.16 ,65.99 ,613.00 ,29.00 ,6.00 ,35.00 ,0.50 ,1.00 ,42.40 ,100.00 ,94.60 ,33.76 ,26.74 ,42.65 ,-2.61 
17.99 ,556.11 ,484.92 ,1.40 ,1.22 ,4.92 ,7.71 ,278420.50 ,0.20 ,75.39 ,114.00 ,6.00 ,4.00 ,37.00 ,5.50 ,2.00 ,42.00 ,100.00 ,8.24 ,18.70 ,15.64 ,24.04 ,3.51 
43.15 ,224.76 ,126.60 ,1.42 ,0.92 ,19.08 ,0.60 ,2364418.00 ,0.45 ,100.68 ,565.00 ,44.00 ,3.00 ,30.00 ,5.50 ,1.00 ,18.60 ,100.00 ,89.06 ,86.08 ,7.22 ,11.11 ,-20.44 
10.63 ,942.57 ,805.51 ,0.85 ,1.53 ,12.27 ,6.41 ,202484.50 ,0.18 ,59.83 ,127.00 ,10.00 ,6.00 ,38.00 ,3.50 ,2.00 ,24.10 ,100.00 ,97.35 ,0.00 ,12.55 ,32.68 ,-10.59 
26.03 ,289.33 ,154.73 ,1.26 ,1.15 ,1.80 ,17.85 ,2623643.00 ,0.30 ,79.60 ,904.00 ,13.00 ,5.00 ,35.00 ,46.50 ,6.00 ,35.50 ,100.00 ,57.19 ,346.70 ,15.07 ,25.42 ,-5.95 
27.85 ,280.19 ,247.18 ,1.05 ,1.36 ,1.66 ,5.51 ,987174.50 ,0.18 ,67.34 ,304.00 ,3.00 ,8.00 ,38.00 ,0.00 ,4.00 ,36.70 ,100.00 ,64.69 ,135.03 ,11.48 ,20.79 ,-15.78 
25.99 ,469.26 ,406.65 ,0.90 ,1.58 ,1.12 ,9.12 ,282343.50 ,0.21 ,57.85 ,100.00 ,17.00 ,5.00 ,35.00 ,4.00 ,2.00 ,22.70 ,100.00 ,68.22 ,14.00 ,11.32 ,17.42 ,-1.41 
27.98 ,409.80 ,381.12 ,1.60 ,1.77 ,69.42 ,51.83 ,414500.50 ,0.25 ,51.52 ,176.00 ,0.00 ,5.00 ,36.00 ,18.00 ,2.00 ,50.20 ,100.00 ,47.33 ,34.52 ,15.35 ,23.08 ,100.82 
16.05 ,516.39 ,417.27 ,0.85 ,1.13 ,1.68 ,11.26 ,472192.50 ,0.19 ,81.72 ,112.00 ,39.00 ,6.00 ,38.00 ,0.00 ,6.00 ,17.00 ,100.00 ,52.76 ,16.38 ,5.47 ,15.83 ,0.79 
1.55 ,1314.31 ,1252.93 ,1.11 ,1.17 ,0.11 ,-71.01 ,86507.00 ,0.01 ,77.83 ,204.00 ,9.00 ,6.00 ,36.00 ,7.50 ,1.00 ,53.50 ,100.00 ,56.77 ,0.00 ,69.20 ,100.58 ,-32.49 
26.91 ,296.74 ,247.26 ,1.14 ,1.03 ,0.83 ,3.06 ,1775701.00 ,0.13 ,93.79 ,1855.00 ,25.00 ,5.00 ,33.00 ,3.00 ,1.00 ,74.70 ,100.00 ,80.42 ,0.19 ,27.74 ,42.91 ,73.35 
26.60 ,326.93 ,215.59 ,2.50 ,0.74 ,3.01 ,-31.78 ,1946799.00 ,0.25 ,123.86 ,399.00 ,4.00 ,6.00 ,39.00 ,9.00 ,1.00 ,58.20 ,100.00 ,68.48 ,250.33 ,8.17 ,13.83 ,39.60 
20.80 ,418.31 ,366.88 ,1.31 ,1.26 ,2.91 ,-8.17 ,873002.50 ,0.20 ,72.85 ,441.00 ,9.00 ,8.00 ,39.00 ,5.50 ,4.00 ,45.10 ,100.00 ,19.01 ,53.06 ,18.13 ,31.97 ,7.65 
15.49 ,526.17 ,487.68 ,2.52 ,1.48 ,1.71 ,-10.38 ,1194313.00 ,0.17 ,62.08 ,613.00 ,29.00 ,6.00 ,35.00 ,0.00 ,1.00 ,42.40 ,100.00 ,94.60 ,33.76 ,26.62 ,42.79 ,18.42 
16.40 ,604.38 ,534.65 ,1.56 ,1.12 ,4.64 ,5.98 ,261912.50 ,0.19 ,81.12 ,114.00 ,6.00 ,4.00 ,37.00 ,12.50 ,2.00 ,42.00 ,100.00 ,8.24 ,18.70 ,16.35 ,25.48 ,10.35 
43.48 ,222.04 ,131.72 ,1.37 ,0.99 ,16.80 ,-20.42 ,2281587.00 ,0.43 ,92.45 ,565.00 ,44.00 ,3.00 ,30.00 ,4.50 ,1.00 ,18.60 ,100.00 ,89.06 ,86.08 ,7.76 ,12.00 ,-6.52 
10.34 ,980.14 ,839.21 ,0.73 ,1.58 ,11.99 ,-26.01 ,181031.50 ,0.16 ,57.73 ,127.00 ,10.00 ,6.00 ,38.00 ,3.00 ,2.00 ,24.10 ,100.00 ,97.35 ,0.00 ,14.76 ,37.05 ,-2.75 
25.11 ,295.72 ,149.08 ,1.33 ,1.14 ,1.55 ,24.36 ,2625180.00 ,0.30 ,80.51 ,904.00 ,13.00 ,5.00 ,35.00 ,40.50 ,6.00 ,35.50 ,100.00 ,57.19 ,346.70 ,15.40 ,25.35 ,-1.68 
25.03 ,316.28 ,279.35 ,1.09 ,1.26 ,1.63 ,6.46 ,945692.50 ,0.18 ,72.57 ,304.00 ,3.00 ,8.00 ,38.00 ,0.00 ,4.00 ,36.70 ,100.00 ,64.69 ,135.03 ,11.68 ,21.45 ,-3.36 
32.79 ,541.27 ,468.44 ,0.88 ,1.43 ,1.15 ,3.04 ,288198.50 ,0.19 ,64.09 ,100.00 ,17.00 ,5.00 ,35.00 ,1.50 ,2.00 ,22.70 ,100.00 ,68.22 ,14.00 ,11.69 ,17.65 ,2.54 
23.92 ,476.88 ,443.28 ,1.49 ,1.36 ,54.46 ,58.98 ,307816.00 ,0.17 ,71.13 ,176.00 ,0.00 ,5.00 ,36.00 ,18.00 ,2.00 ,50.20 ,100.00 ,47.33 ,34.52 ,20.15 ,31.34 ,25.52 
16.20 ,517.66 ,420.81 ,0.95 ,1.14 ,1.78 ,25.43 ,494484.00 ,0.20 ,80.91 ,112.00 ,39.00 ,6.00 ,38.00 ,0.50 ,6.00 ,17.00 ,100.00 ,52.76 ,16.38 ,4.12 ,10.86 ,1.67 
2.22 ,1033.28 ,978.52 ,1.71 ,1.44 ,0.16 ,-47.24 ,122581.00 ,0.02 ,65.48 ,204.00 ,9.00 ,6.00 ,36.00 ,4.00 ,1.00 ,53.50 ,100.00 ,56.77 ,0.00 ,57.21 ,101.51 ,6.82 
28.67 ,266.98 ,217.23 ,1.19 ,0.93 ,0.86 ,7.26 ,1851102.00 ,0.13 ,100.65 ,1855.00 ,25.00 ,5.00 ,33.00 ,5.50 ,1.00 ,74.70 ,100.00 ,80.42 ,0.19 ,24.61 ,36.25 ,54.79 
30.37 ,294.39 ,191.30 ,2.51 ,0.74 ,3.54 ,3.48 ,2216161.00 ,0.27 ,123.31 ,399.00 ,4.00 ,6.00 ,39.00 ,6.00 ,1.00 ,58.20 ,100.00 ,68.48 ,250.33 ,7.17 ,12.20 ,39.90 
22.54 ,389.25 ,343.11 ,1.39 ,1.24 ,3.04 ,-4.28 ,884397.50 ,0.20 ,73.99 ,441.00 ,9.00 ,8.00 ,39.00 ,5.50 ,4.00 ,45.10 ,100.00 ,19.01 ,53.06 ,17.79 ,30.30 ,3.60 
19.12 ,444.35 ,405.82 ,3.72 ,1.24 ,1.52 ,15.42 ,1062460.00 ,0.15 ,74.81 ,613.00 ,29.00 ,6.00 ,35.00 ,0.50 ,1.00 ,42.40 ,100.00 ,94.60 ,33.76 ,27.28 ,42.81 ,17.57 
19.76 ,506.75 ,451.54 ,1.69 ,1.20 ,4.74 ,9.14 ,262682.00 ,0.19 ,75.96 ,114.00 ,6.00 ,4.00 ,37.00 ,13.50 ,2.00 ,42.00 ,100.00 ,8.24 ,18.70 ,16.32 ,25.57 ,4.20 
41.29 ,232.58 ,128.62 ,1.41 ,0.97 ,13.60 ,-6.34 ,2262135.00 ,0.43 ,94.37 ,565.00 ,44.00 ,3.00 ,30.00 ,4.00 ,1.00 ,18.60 ,100.00 ,89.06 ,86.08 ,8.25 ,12.57 ,-6.84 
11.52 ,893.30 ,756.87 ,0.73 ,1.62 ,13.55 ,-53.76 ,177113.00 ,0.16 ,56.48 ,127.00 ,10.00 ,6.00 ,38.00 ,3.00 ,2.00 ,24.10 ,100.00 ,97.35 ,0.00 ,18.74 ,44.16 ,-1.02 
30.14 ,248.10 ,126.74 ,1.42 ,1.16 ,1.45 ,26.90 ,2859693.00 ,0.31 ,78.97 ,904.00 ,13.00 ,5.00 ,35.00 ,45.00 ,6.00 ,35.50 ,100.00 ,57.19 ,346.70 ,14.84 ,23.72 ,4.31 
29.33 ,283.21 ,249.33 ,1.17 ,1.21 ,1.71 ,9.20 ,966882.00 ,0.18 ,75.17 ,304.00 ,3.00 ,8.00 ,38.00 ,0.00 ,4.00 ,36.70 ,100.00 ,64.69 ,135.03 ,11.19 ,20.77 ,0.89 
32.37 ,535.79 ,463.60 ,0.89 ,1.31 ,1.07 ,19.21 ,268096.50 ,0.17 ,69.61 ,100.00 ,17.00 ,5.00 ,35.00 ,1.50 ,2.00 ,22.70 ,100.00 ,68.22 ,14.00 ,12.77 ,19.03 ,-4.90 
32.11 ,369.26 ,340.96 ,1.73 ,0.97 ,49.82 ,26.22 ,262889.50 ,0.14 ,94.73 ,176.00 ,0.00 ,5.00 ,36.00 ,19.00 ,2.00 ,50.20 ,100.00 ,47.33 ,34.52 ,23.38 ,36.26 ,-24.84 
2.85 ,782.82 ,728.19 ,1.71 ,1.21 ,0.18 ,-42.24 ,141815.00 ,0.02 ,91.12 ,204.00 ,9.00 ,6.00 ,36.00 ,4.00 ,1.00 ,53.50 ,100.00 ,56.77 ,0.00 ,48.33 ,88.10 ,17.59 
29.64 ,262.16 ,214.44 ,1.25 ,1.04 ,1.02 ,11.79 ,2226145.00 ,0.15 ,87.87 ,1855.00 ,25.00 ,5.00 ,33.00 ,5.50 ,1.00 ,74.70 ,100.00 ,80.42 ,0.19 ,21.43 ,42.82 ,7.72 
33.63 ,262.30 ,167.93 ,2.50 ,0.81 ,4.19 ,16.98 ,2602825.00 ,0.30 ,113.09 ,399.00 ,4.00 ,6.00 ,39.00 ,6.00 ,1.00 ,58.20 ,100.00 ,68.48 ,250.33 ,7.37 ,11.99 ,52.40 
23.05 ,380.47 ,334.93 ,1.46 ,1.30 ,3.29 ,7.03 ,934782.00 ,0.20 ,70.35 ,441.00 ,9.00 ,8.00 ,39.00 ,5.50 ,4.00 ,45.10 ,100.00 ,19.01 ,53.06 ,16.17 ,28.56 ,1.57 
19.69 ,430.66 ,386.04 ,5.31 ,1.30 ,1.75 ,4.46 ,1206360.00 ,0.17 ,72.04 ,613.00 ,29.00 ,6.00 ,35.00 ,0.50 ,1.00 ,42.40 ,100.00 ,94.60 ,33.76 ,24.12 ,38.26 ,19.15 
20.56 ,482.18 ,424.14 ,1.63 ,1.27 ,5.21 ,12.53 ,282727.00 ,0.20 ,72.00 ,114.00 ,6.00 ,4.00 ,37.00 ,13.50 ,2.00 ,42.00 ,100.00 ,8.24 ,18.70 ,16.43 ,25.08 ,1.93 
40.76 ,233.74 ,136.96 ,1.68 ,1.13 ,12.91 ,21.20 ,2574651.00 ,0.50 ,82.18 ,565.00 ,44.00 ,3.00 ,30.00 ,4.00 ,1.00 ,18.60 ,100.00 ,89.06 ,86.08 ,7.85 ,12.03 ,2.52 
13.71 ,731.95 ,603.22 ,0.78 ,1.63 ,15.61 ,-23.34 ,187223.00 ,0.17 ,56.24 ,127.00 ,10.00 ,6.00 ,38.00 ,3.00 ,2.00 ,24.10 ,100.00 ,97.35 ,0.00 ,19.29 ,42.98 ,-4.55 
30.53 ,239.41 ,129.53 ,1.41 ,1.17 ,1.43 ,22.76 ,3054239.00 ,0.32 ,77.87 ,904.00 ,13.00 ,5.00 ,35.00 ,45.00 ,6.00 ,35.50 ,100.00 ,57.19 ,346.70 ,14.55 ,22.74 ,10.14 
33.04 ,505.78 ,433.89 ,0.95 ,1.25 ,1.03 ,19.24 ,256787.00 ,0.16 ,73.05 ,100.00 ,17.00 ,5.00 ,35.00 ,1.50 ,2.00 ,22.70 ,100.00 ,68.22 ,14.00 ,13.22 ,19.80 ,-4.66 
31.39 ,394.10 ,345.78 ,1.93 ,0.82 ,53.61 ,-22.65 ,259945.00 ,0.15 ,113.01 ,176.00 ,0.00 ,5.00 ,36.00 ,19.00 ,2.00 ,50.20 ,100.00 ,47.33 ,34.52 ,23.82 ,34.62 ,-38.90 
28.74 ,313.83 ,264.05 ,1.84 ,2.41 ,5.37 ,9.83 ,7622580.00 ,0.43 ,37.74 ,716.00 ,35.00 ,4.00 ,33.50 ,29.00 ,10.50 ,12.05 ,71.34 ,70.10 ,355.00 ,4.34 ,6.60 ,-10.45 
32.81 ,275.96 ,216.10 ,2.01 ,2.94 ,6.82 ,12.57 ,8502285.00 ,0.54 ,31.37 ,611.00 ,4.00 ,4.00 ,33.00 ,13.00 ,10.00 ,9.20 ,79.60 ,66.63 ,320.00 ,3.46 ,5.38 ,9.19 
35.24 ,252.94 ,185.51 ,2.12 ,2.18 ,7.54 ,26.94 ,7927460.00 ,0.53 ,42.55 ,552.00 ,4.00 ,4.00 ,33.00 ,17.00 ,10.00 ,9.30 ,85.30 ,66.75 ,310.00 ,3.50 ,5.24 ,-0.56 
37.79 ,237.36 ,160.24 ,2.17 ,2.04 ,8.57 ,4.43 ,7631580.00 ,0.52 ,45.01 ,552.00 ,4.00 ,4.00 ,33.00 ,17.50 ,10.00 ,9.30 ,85.30 ,66.75 ,310.00 ,3.24 ,5.13 ,-1.49 
40.86 ,217.91 ,133.46 ,2.47 ,2.45 ,10.95 ,12.95 ,7976315.00 ,0.57 ,37.39 ,499.00 ,5.00 ,4.00 ,32.00 ,10.50 ,6.00 ,6.90 ,88.60 ,64.49 ,222.00 ,2.49 ,4.10 ,31.32 
42.13 ,206.33 ,120.17 ,2.44 ,2.38 ,10.70 ,1.62 ,7750990.00 ,0.56 ,38.39 ,499.00 ,5.00 ,4.00 ,32.00 ,14.00 ,6.00 ,6.90 ,88.60 ,64.49 ,222.00 ,2.62 ,4.28 ,62.19 
32.87 ,277.96 ,220.90 ,1.86 ,2.19 ,5.39 ,-6.82 ,8348856.00 ,0.44 ,41.67 ,762.00 ,35.00 ,4.00 ,34.00 ,24.00 ,11.00 ,15.00 ,68.77 ,73.69 ,380.00 ,5.05 ,7.22 ,-0.09 
32.88 ,279.44 ,231.36 ,1.78 ,2.35 ,5.11 ,0.09 ,7705872.00 ,0.42 ,38.69 ,762.00 ,35.00 ,4.00 ,34.00 ,24.50 ,11.00 ,15.00 ,68.77 ,73.69 ,380.00 ,5.25 ,7.53 ,-5.15 
31.21 ,284.51 ,223.53 ,2.14 ,2.88 ,7.34 ,22.54 ,8541351.00 ,0.57 ,32.17 ,552.00 ,4.00 ,4.00 ,33.00 ,16.00 ,10.00 ,9.30 ,85.30 ,66.75 ,310.00 ,3.98 ,5.87 ,5.08 
36.09 ,250.93 ,173.20 ,2.36 ,2.53 ,10.12 ,10.15 ,7785316.00 ,0.55 ,36.67 ,525.50 ,4.50 ,4.00 ,32.50 ,16.00 ,8.00 ,8.10 ,86.95 ,65.62 ,266.00 ,3.10 ,4.83 ,-1.96 
36.24 ,248.18 ,168.38 ,2.49 ,2.75 ,11.17 ,22.68 ,8147138.00 ,0.59 ,33.19 ,499.00 ,5.00 ,4.00 ,32.00 ,11.00 ,6.00 ,6.90 ,88.60 ,64.49 ,222.00 ,2.40 ,3.84 ,11.27 
39.87 ,221.87 ,131.53 ,2.52 ,2.57 ,11.12 ,-0.49 ,7941567.00 ,0.61 ,35.53 ,471.50 ,4.50 ,3.50 ,32.00 ,15.00 ,5.00 ,10.50 ,90.30 ,64.48 ,356.00 ,3.09 ,5.04 ,83.65 
